Episode,Step,Action,Reward
28,32,"[[[0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  ...
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]]

 [[0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  ...
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]]

 [[0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  ...
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]]

 ...

 [[0.00101401 0.00102836 0.00073826]
  [0.00108683 0.0011022  0.00080413]
  [0.00111538 0.00113073 0.00082746]
  ...
  [0.00362241 0.00363885 0.00303909]
  [0.00360054 0.00361591 0.00301615]
  [0.00358107 0.00359645 0.00299668]]

 [[0.00095846 0.00096621 0.00068522]
  [0.00104192 0.00105531 0.00076366]
  [0.00105672 0.00107198 0.00077711]
  ...
  [0.00362406 0.00364284 0.00304307]
  [0.0035988  0.00361419 0.00301442]
  [0.00357556 0.00359093 0.00299117]]

 [[0.00085707 0.00085735 0.00059045]
  [0.00090825 0.00091269 0.00063897]
  [0.00104692 0.00106175 0.00076904]
  ...
  [0.00360768 0.00362447 0.0030247 ]
  [0.00360054 0.00361593 0.00301616]
  [0.00358    0.00359537 0.0029956 ]]]",[ 0.50657803 -1.        ],-0.009257181004844517
28,33,"[[[0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  ...
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]]

 [[0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  ...
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]]

 [[0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  ...
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]]

 ...

 [[0.00089588 0.00090036 0.00062594]
  [0.0009548  0.00096261 0.00068205]
  [0.00122788 0.00124567 0.00092934]
  ...
  [0.00363654 0.0036673  0.00306744]
  [0.00362947 0.00366007 0.0030603 ]
  [0.00362937 0.00365306 0.00305329]]

 [[0.00092114 0.00092614 0.00065005]
  [0.00088181 0.00088402 0.00061388]
  [0.00099041 0.00099959 0.00071448]
  ...
  [0.0036386  0.00366935 0.00306943]
  [0.00362988 0.00366063 0.00306086]
  [0.00362937 0.00365876 0.00305899]]

 [[0.00100198 0.00101308 0.00072614]
  [0.00087865 0.00087952 0.00060747]
  [0.00088774 0.00089073 0.00061892]
  ...
  [0.0036342  0.00366495 0.00306518]
  [0.00363026 0.00366102 0.00306125]
  [0.00362937 0.00366012 0.00306035]]]",[ 0.54823919 -0.72776069],-0.006194894378798055
28,34,"[[[0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  ...
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]]

 [[0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  ...
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]]

 [[0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  ...
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]]

 ...

 [[0.00100903 0.00102065 0.00073107]
  [0.00090813 0.00091182 0.00063756]
  [0.00099555 0.00100537 0.00071952]
  ...
  [0.00364536 0.00367611 0.00307529]
  [0.00363628 0.00366703 0.00306713]
  [0.00363039 0.00366089 0.00306112]]

 [[0.00106079 0.00107502 0.00078139]
  [0.00093374 0.00093961 0.00066249]
  [0.00092828 0.00093385 0.00065632]
  ...
  [0.0036572  0.00368796 0.00307567]
  [0.00364597 0.00367669 0.00307113]
  [0.00363334 0.00366022 0.00306031]]

 [[0.00108849 0.00110369 0.00080579]
  [0.0009904  0.00100026 0.00071484]
  [0.00098202 0.00099233 0.00070768]
  ...
  [0.00366018 0.00369094 0.00307581]
  [0.0036571  0.00368786 0.00307566]
  [0.00364472 0.0036751  0.0030744 ]]]",[ 0.41713706 -1.        ],-0.0038937813800764
28,35,"[[[0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  ...
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]]

 [[0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  ...
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]]

 [[0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  ...
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]]

 ...

 [[0.00109331 0.00110847 0.00080807]
  [0.00096936 0.0009788  0.00069604]
  [0.00089976 0.00090146 0.00062761]
  ...
  [0.00365715 0.00367402 0.00307584]
  [0.00367357 0.00368179 0.00307795]
  [0.00367301 0.00367568 0.00307679]]

 [[0.00113239 0.00114776 0.00084383]
  [0.00104477 0.0010598  0.00076771]
  [0.00095368 0.00096084 0.00068135]
  ...
  [0.00364894 0.00367945 0.00307589]
  [0.00366703 0.00369605 0.00308341]
  [0.00367534 0.00370051 0.00308834]]

 [[0.00105401 0.00106861 0.00077493]
  [0.0011307  0.00114606 0.00084294]
  [0.00112865 0.00114332 0.00084146]
  ...
  [0.0036557  0.00368646 0.00307582]
  [0.0036615  0.00369226 0.00307971]
  [0.00367377 0.00370451 0.00308938]]]",[ 0.32106162 -1.        ],-0.002384376250236353
28,36,"[[[0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  ...
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]]

 [[0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  ...
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]]

 [[0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  ...
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]]

 ...

 [[0.00116814 0.00118424 0.00087714]
  [0.0010409  0.00105369 0.00076292]
  [0.00100392 0.00101361 0.00072654]
  ...
  [0.00365949 0.00365949 0.00307505]
  [0.00365708 0.00365708 0.00307269]
  [0.00364843 0.00364843 0.00306404]]

 [[0.00096545 0.00097325 0.00069101]
  [0.00106473 0.00107958 0.00078411]
  [0.00107265 0.00108778 0.00079158]
  ...
  [0.00366058 0.00366058 0.00307574]
  [0.00366009 0.00366009 0.0030757 ]
  [0.00365694 0.00365694 0.00307255]]

 [[0.00090754 0.00090931 0.0006349 ]
  [0.00093715 0.00094295 0.00066441]
  [0.00108731 0.00110186 0.0008032 ]
  ...
  [0.00366272 0.00366272 0.00307574]
  [0.00366014 0.00366014 0.00307574]
  [0.00366006 0.00366006 0.00307567]]]",[ 0.46266258 -0.92302948],-0.001674431463552506
28,37,"[[[0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  ...
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]]

 [[0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  ...
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]]

 [[0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  ...
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]]

 ...

 [[0.00107166 0.00108594 0.00078896]
  [0.00104892 0.00106417 0.00076991]
  [0.00104095 0.00105415 0.0007622 ]
  ...
  [0.00359472 0.00357964 0.00299535]
  [0.00358617 0.0035719  0.00298959]
  [0.00359245 0.00357967 0.00299955]]

 [[0.00096633 0.0009744  0.0006915 ]
  [0.00104975 0.00106378 0.00077009]
  [0.00107413 0.00108931 0.0007929 ]
  ...
  [0.00361168 0.00359801 0.00301365]
  [0.00359128 0.00357732 0.00299571]
  [0.00356458 0.00354973 0.00297404]]

 [[0.00087729 0.00088172 0.00060966]
  [0.00085846 0.00086185 0.0005923 ]
  [0.00111689 0.00113108 0.00082977]
  ...
  [0.00364321 0.00364176 0.00305712]
  [0.00364234 0.00364055 0.00305612]
  [0.00363749 0.00363367 0.00304809]]]",[ 0.59354939 -1.        ],-0.001738738636991588
28,38,"[[[0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  ...
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]]

 [[0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  ...
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]]

 [[0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  ...
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]]

 ...

 [[0.00083141 0.00083511 0.0005698 ]
  [0.00105124 0.00106355 0.00076903]
  [0.0011479  0.00116304 0.00085747]
  ...
  [0.00360847 0.0036085  0.00303949]
  [0.0035873  0.0035873  0.00301829]
  [0.0035759  0.0035759  0.00300691]]

 [[0.00087669 0.00088116 0.00061163]
  [0.00086369 0.00086752 0.00059801]
  [0.00096228 0.00097054 0.00068856]
  ...
  [0.00362437 0.00362476 0.00305575]
  [0.00361029 0.00361029 0.00304127]
  [0.00359838 0.00359838 0.00302937]]

 [[0.00092897 0.00093552 0.00065837]
  [0.00085651 0.00086043 0.00059107]
  [0.0009134  0.00092021 0.00064398]
  ...
  [0.00362812 0.00362842 0.00305941]
  [0.00361653 0.00361653 0.00304752]
  [0.00361319 0.00361319 0.00304418]]]",[ 0.67675111 -1.        ],-0.0026364462405993327
28,39,"[[[0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  ...
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]]

 [[0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  ...
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]]

 [[0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  ...
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]]

 ...

 [[0.0009608  0.00096782 0.00068711]
  [0.00091308 0.00091674 0.00064262]
  [0.00094053 0.00094683 0.00066873]
  ...
  [0.00356887 0.00356905 0.00300036]
  [0.00356773 0.00356842 0.00300211]
  [0.00357084 0.00357193 0.00300564]]

 [[0.00110531 0.00112005 0.00081976]
  [0.00095339 0.00096046 0.00068046]
  [0.000899   0.00090143 0.00062827]
  ...
  [0.00359045 0.00359252 0.00302408]
  [0.00355814 0.00355927 0.00299412]
  [0.00359882 0.00360112 0.00303232]]

 [[0.00112912 0.00114449 0.00083826]
  [0.00104238 0.00105719 0.00076467]
  [0.00091947 0.00092404 0.00064812]
  ...
  [0.00358079 0.00358143 0.00301316]
  [0.00353817 0.00353819 0.00297509]
  [0.00353955 0.00353965 0.00297811]]]",[ 0.74443674 -0.9652649 ],-0.004163821512864541
28,40,"[[[0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  ...
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]]

 [[0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  ...
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]]

 [[0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  ...
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]]

 ...

 [[0.00108903 0.00110393 0.00080512]
  [0.00099365 0.00100534 0.00071913]
  [0.00091971 0.00092626 0.0006503 ]
  ...
  [0.00270582 0.0027316  0.00229878]
  [0.00148791 0.00146987 0.00120389]
  [0.00096641 0.00092617 0.00073004]]

 [[0.00102864 0.00103904 0.00074874]
  [0.0010436  0.00105853 0.00076676]
  [0.00103412 0.00104895 0.00075795]
  ...
  [0.00354696 0.00358366 0.00302897]
  [0.00302735 0.00307173 0.00259152]
  [0.00195983 0.00196483 0.00163048]]

 [[0.00085866 0.00085948 0.00059273]
  [0.0009347  0.00094124 0.0006623 ]
  [0.00112834 0.00114397 0.00084073]
  ...
  [0.00356082 0.00357385 0.00300162]
  [0.00349292 0.00351275 0.00296789]
  [0.00339153 0.00342797 0.00289666]]]",[ 0.56463813 -1.        ],-0.006613024176392535
28,41,"[[[0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  ...
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]]

 [[0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  ...
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]]

 [[0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  ...
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]]

 ...

 [[0.00107641 0.00108991 0.00079246]
  [0.00107536 0.00109021 0.00079329]
  [0.00107086 0.00108445 0.00078782]
  ...
  [0.00108797 0.00102867 0.00081129]
  [0.00102868 0.00098574 0.00078191]
  [0.00078992 0.00074433 0.00057004]]

 [[0.00089017 0.0008923  0.00062179]
  [0.0009909  0.00100292 0.00071744]
  [0.00108749 0.00110281 0.00080469]
  ...
  [0.00087949 0.000793   0.00059304]
  [0.00101757 0.00096881 0.0007642 ]
  [0.00093484 0.00089365 0.00070264]]

 [[0.00085862 0.00085878 0.00059214]
  [0.0008969  0.00090052 0.00062789]
  [0.00104042 0.0010545  0.00076276]
  ...
  [0.00106505 0.00098614 0.00073502]
  [0.00094762 0.00089347 0.00066933]
  [0.00089308 0.00085213 0.00065657]]]",[ 0.8        -0.93222564],-0.010054187075089649
28,42,"[[[0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  ...
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]]

 [[0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  ...
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]]

 [[0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  ...
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]]

 ...

 [[0.00103302 0.00104646 0.0007542 ]
  [0.00109014 0.00110537 0.00080626]
  [0.00108046 0.00109515 0.00079775]
  ...
  [0.0008771  0.00082435 0.00064402]
  [0.00088654 0.00085153 0.00067531]
  [0.00093458 0.00091659 0.00073719]]

 [[0.00090956 0.00091391 0.00063784]
  [0.00100502 0.00101576 0.00072786]
  [0.00113498 0.00115024 0.00084468]
  ...
  [0.00106794 0.00098106 0.00078868]
  [0.00100646 0.0009456  0.00075105]
  [0.00111704 0.00108516 0.00088   ]]

 [[0.00081522 0.00081527 0.00055411]
  [0.00077881 0.00077961 0.00052383]
  [0.00096278 0.00097012 0.00068779]
  ...
  [0.00097028 0.00086976 0.00069397]
  [0.00086489 0.00077127 0.00060448]
  [0.00100964 0.00095126 0.00075301]]]",[ 0.54539349 -0.97002956],-0.014638115264021478
28,43,"[[[0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  ...
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]]

 [[0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  ...
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]]

 [[0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  ...
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]]

 ...

 [[0.00108264 0.00109719 0.00080106]
  [0.00104912 0.00106253 0.00076918]
  [0.00092886 0.00093437 0.00065679]
  ...
  [0.00100181 0.00096617 0.00076605]
  [0.00100922 0.00097475 0.00077442]
  [0.00091441 0.00088505 0.00070033]]

 [[0.00101201 0.00102315 0.00073488]
  [0.00112443 0.00113935 0.0008362 ]
  [0.0011818  0.00119736 0.00088774]
  ...
  [0.00086073 0.00081641 0.00063405]
  [0.00085878 0.00081515 0.00063339]
  [0.00074878 0.00070463 0.00053755]]

 [[0.00088795 0.00088878 0.00061898]
  [0.0009687  0.00097552 0.00069194]
  [0.00104853 0.0010605  0.00077011]
  ...
  [0.0009782  0.00094089 0.00074468]
  [0.00107298 0.00103973 0.0008301 ]
  [0.00095938 0.00092258 0.00072812]]]",[ 0.50051107 -1.        ],-0.020218063047963697
28,44,"[[[0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  ...
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]]

 [[0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  ...
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]]

 [[0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  ...
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]]

 ...

 [[0.00100986 0.00102412 0.00073372]
  [0.00093803 0.00094598 0.0006679 ]
  [0.00085643 0.00085857 0.00059158]
  ...
  [0.00087153 0.00085136 0.00065178]
  [0.00086534 0.00084845 0.00064858]
  [0.00085202 0.00083584 0.00063608]]

 [[0.00111902 0.00113438 0.00083235]
  [0.00115436 0.00116938 0.00086229]
  [0.00097415 0.00098364 0.00070171]
  ...
  [0.00091222 0.00087054 0.0006794 ]
  [0.00091663 0.0008817  0.00068912]
  [0.00092507 0.0008954  0.00069879]]

 [[0.00110883 0.00112297 0.00082218]
  [0.00103838 0.00105313 0.00075967]
  [0.00108147 0.00109664 0.00079873]
  ...
  [0.00092303 0.0008826  0.00069174]
  [0.00079408 0.00074841 0.00057531]
  [0.00080822 0.00076313 0.00058778]]]",[ 0.51353666 -0.95954756],-0.0274885886713771
28,45,"[[[0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  ...
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]]

 [[0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  ...
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]]

 [[0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  ...
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]]

 ...

 [[0.00089707 0.0009011  0.00062824]
  [0.00091715 0.00092148 0.0006456 ]
  [0.00100814 0.00101933 0.00073142]
  ...
  [0.00084194 0.00082656 0.00063054]
  [0.00078685 0.00077147 0.00058189]
  [0.00076447 0.00074909 0.00056245]]

 [[0.00093992 0.00094629 0.00066776]
  [0.00083447 0.00083527 0.00056978]
  [0.0008248  0.00082582 0.00056188]
  ...
  [0.00081825 0.00080287 0.00061097]
  [0.00083227 0.00081689 0.00062188]
  [0.00084385 0.00082847 0.00063279]]

 [[0.0009938  0.00100805 0.00072011]
  [0.00100282 0.00101422 0.00072522]
  [0.00099747 0.00100719 0.00071984]
  ...
  [0.00084902 0.00083364 0.00063593]
  [0.00080733 0.00079196 0.00060162]
  [0.00076415 0.00074877 0.0005626 ]]]",[ 0.63025725 -1.        ],-0.03548597071307158
28,46,"[[[0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  ...
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]]

 [[0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  ...
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]]

 [[0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  ...
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]]

 ...

 [[0.00104662 0.00106066 0.00076698]
  [0.00114584 0.00116106 0.00085647]
  [0.00110185 0.00111679 0.00081652]
  ...
  [0.00076226 0.00077753 0.0006149 ]
  [0.00077926 0.00079462 0.00062866]
  [0.00073453 0.00074991 0.00058937]]

 [[0.00087263 0.00087543 0.00060543]
  [0.00096186 0.00096962 0.00068835]
  [0.00109322 0.00110643 0.00080698]
  ...
  [0.00081189 0.0008168  0.00063825]
  [0.00086802 0.00087785 0.00069677]
  [0.00084178 0.00085535 0.00068043]]

 [[0.00090535 0.00091017 0.00063688]
  [0.00084138 0.00084343 0.00057676]
  [0.00079466 0.0007962  0.00053552]
  ...
  [0.00076232 0.00074802 0.00056232]
  [0.00077115 0.00075839 0.00057337]
  [0.00083028 0.00082116 0.00063458]]]",[ 0.43707399 -1.        ],-0.0443898167241048
28,47,"[[[0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  ...
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]]

 [[0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  ...
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]]

 [[0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  ...
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]
  [0.00226067 0.00392157 0.00327566]]

 ...

 [[0.00112497 0.00113972 0.00083635]
  [0.00097796 0.00098583 0.00070252]
  [0.00088608 0.00088856 0.00061744]
  ...
  [0.00077155 0.00078693 0.00062022]
  [0.00078629 0.00080167 0.00063372]
  [0.00080942 0.0008248  0.00065652]]

 [[0.00107566 0.0010888  0.00079283]
  [0.00118257 0.00119724 0.00088858]
  [0.00108993 0.00110339 0.00080523]
  ...
  [0.00072577 0.0007413  0.00058182]
  [0.00068918 0.00070461 0.00055037]
  [0.00075701 0.00077239 0.00061014]]

 [[0.00089865 0.00090063 0.00062721]
  [0.00094833 0.00095329 0.00067545]
  [0.00104484 0.00105869 0.00076652]
  ...
  [0.00086144 0.00087973 0.00070394]
  [0.000819   0.00083628 0.0006658 ]
  [0.00073911 0.0007545  0.0005932 ]]]",[ 0.26867907 -1.        ],-0.05421449000225359
